0,0,0,0,255
250246,19,587,590.00,590.00,0.00,0,0,0,255
250264,19,590,590.00,590.00,0.00,0,0,0,255
250283,19,590,590.00,590.00,0.00,0,0,0,255
250301,19,590,590.00,590.00,0.00,0,0,0,255
250319,19,587,590.00,590.00,0.00,0,0,0,255
250337,19,590,590.00,590.00,0.00,0,0,0,255
250355,19,599,590.00,590.00,0.00,0,0,0,255
250373,19,590,590.00,590.00,0.00,0,0,0,255
250391,19,590,590.00,590.00,0.00,0,0,0,255
250409,19,590,590.00,590.00,0.00,0,0,0,255
250427,19,590,590.00,590.00,0.00,0,0,0,255
250445,19,587,590.00,590.00,0.00,0,0,0,255
250463,19,590,590.00,590.00,0.00,0,0,0,255
250481,19,590,590.00,590.00,0.00,0,0,0,255
250499,19,587,590.00,590.00,0.00,0,0,0,255
250517,19,590,590.00,590.00,0.00,0,0,0,255
250535,19,590,590.00,590.00,0.00,0,0,0,255
250553,19,590,590.00,590.00,0.00,0,0,0,255
250571,19,590,590.00,590.00,0.00,0,0,0,255
250589,19,599,590.00,590.00,0.00,0,0,0,255
250607,19,590,590.00,590.00,0.00,0,0,0,255
250625,19,590,590.00,590.00,0.00,0,0,0,255
250643,19,587,590.00,590.00,0.00,0,0,0,255
250661,19,590,590.00,590.00,0.00,0,0,0,255
250679,19,590,590.00,590.00,0.00,0,0,0,255
250697,19,600,590.00,590.00,0.00,0,0,0,255
250715,19,590,590.00,590.00,0.00,0,0,0,255
250733,19,590,590.00,590.00,0.00,0,0,0,255
250752,19,590,590.00,590.00,0.00,0,0,0,255
250770,19,590,590.00,590.00,0.00,0,0,0,255
250788,19,590,590.00,590.00,0.00,0,0,0,255
250806,19,590,590.00,590.00,0.00,0,0,0,255
250824,19,590,590.00,590.00,0.00,0,0,0,255
250842,19,590,590.00,590.00,0.00,0,0,0,255
250860,19,590,590.00,590.00,0.00,0,0,0,255
250878,19,590,590.00,590.00,0.00,0,0,0,255
250896,19,591,590.00,590.00,0.00,0,0,0,255
250914,19,590,590.00,590.00,0.00,0,0,0,255
250932,19,590,590.00,590.00,0.00,0,0,0,255
250950,19,590,590.00,590.00,0.00,0,0,0,255
250968,19,590,590.00,590.00,0.00,0,0,0,255
250986,19,590,590.00,590.00,0.00,0,0,0,255
251004,19,590,590.00,590.00,0.00,0,0,0,255
251022,19,590,590.00,590.00,0.00,0,0,0,255
251040,19,591,590.00,590.00,0.00,0,0,0,255
251058,19,590,590.00,590.00,0.00,0,0,0,255
251076,19,590,590.00,590.00,0.00,0,0,0,255
251094,19,590,590.00,590.00,0.00,0,0,0,255
251112,19,590,590.00,590.00,0.00,0,0,0,255
251130,19,590,590.00,590.00,0.00,0,0,0,255
251148,19,590,590.00,590.00,0.00,0,0,0,255
251166,19,590,590.00,590.00,0.00,0,0,0,255
251184,19,587,590.00,590.00,0.00,0,0,0,255
251202,19,590,590.00,590.00,0.00,0,0,0,255
251220,19,590,590.00,590.00,0.00,0,0,0,255
251238,19,590,590.00,590.00,0.00,0,0,0,255
251256,19,590,590.00,590.00,0.00,0,0,0,255
251274,19,590,590.00,590.00,0.00,0,0,0,255
251292,19,590,590.00,590.00,0.00,0,0,0,255
251310,19,590,590.00,590.00,0.00,0,0,0,255
251328,19,590,590.00,590.00,0.00,0,0,0,255
251346,19,590,590.00,590.00,0.00,0,0,0,255
251364,19,590,590.00,590.00,0.00,0,0,0,255
251382,19,590,590.00,590.00,0.00,0,0,0,255
251400,19,599,590.00,590.00,0.00,0,0,0,255
251418,19,590,590.00,590.00,0.00,0,0,0,255
251436,19,590,590.00,590.00,0.00,0,0,0,255
251454,19,590,590.00,590.00,0.00,0,0,0,255
251472,19,591,590.00,590.00,0.00,0,0,0,255
251490,19,590,590.00,590.00,0.00,0,0,0,255
251508,19,599,590.00,590.00,0.00,0,0,0,255
251526,19,590,590.00,590.00,0.00,0,0,0,255
251544,19,590,590.00,590.00,0.00,0,0,0,255
251563,19,587,590.00,590.00,0.00,0,0,0,255
251581,19,590,590.00,590.00,0.00,0,0,0,255
251599,19,590,590.00,590.00,0.00,0,0,0,255
251617,19,590,590.00,590.00,0.00,0,0,0,255
251635,19,590,590.00,590.00,0.00,0,0,0,255
251653,19,590,590.00,590.00,0.00,0,0,0,255
251671,19,590,590.00,590.00,0.00,0,0,0,255
251689,19,590,590.00,590.00,0.00,0,0,0,255
251707,19,590,590.00,590.00,0.00,0,0,0,255
251725,19,590,590.00,590.00,0.00,0,0,0,255
251743,19,596,590.00,590.00,0.00,0,0,0,255
251761,19,590,590.00,590.00,0.00,0,0,0,255
251779,19,590,590.00,590.00,0.00,0,0,0,255
251797,19,590,590.00,590.00,0.00,0,0,0,255
251815,19,590,590.00,590.00,0.00,0,0,0,255
251833,19,590,590.00,590.00,0.00,0,0,0,255
251851,19,590,590.00,590.00,0.00,0,0,0,255
251869,19,599,590.00,590.00,0.00,0,0,0,255
251887,19,590,590.00,590.00,0.00,0,0,0,255
251905,19,590,590.00,590.00,0.00,0,0,0,255
251923,19,590,590.00,590.00,0.00,0,0,0,255
251941,19,590,590.00,590.00,0.00,0,0,0,255
251959,19,590,590.00,590.00,0.00,0,0,0,255
251977,19,590,590.00,590.00,0.00,0,0,0,255
251995,19,590,590.00,590.00,0.00,0,0,0,255
252013,19,590,590.00,590.00,0.00,0,0,0,255
252032,19,587,590.00,590.00,0.00,0,0,0,255
252050,19,591,590.00,590.00,0.00,0,0,0,255
252068,19,590,590.00,590.00,0.00,0,0,0,255
252086,19,590,590.00,590.00,0.00,0,0,0,255
252104,19,590,590.00,590.00,0.00,0,0,0,255
252122,19,587,590.00,590.00,0.00,0,0,0,255
252140,19,590,590.00,590.00,0.00,0,0,0,255
252158,19,590,590.00,590.00,0.00,0,0,0,255
252176,19,590,590.00,590.00,0.00,0,0,0,255
252194,19,587,590.00,590.00,0.00,0,0,0,255
252212,19,599,590.00,590.00,0.00,0,0,0,255
252230,19,590,590.00,590.00,0.00,0,0,0,255
252248,19,590,590.00,590.00,0.00,0,0,0,255
252266,19,590,590.00,590.00,0.00,0,0,0,255
252284,19,587,590.00,590.00,0.00,0,0,0,255
252302,19,590,590.00,590.00,0.00,0,0,0,255
252320,19,599,590.00,590.00,0.00,0,0,0,255
252338,19,590,590.00,590.00,0.00,0,0,0,255
252356,19,587,590.00,590.00,0.00,0,0,0,255
252374,19,590,590.00,590.00,0.00,0,0,0,255
252392,19,587,590.00,590.00,0.00,0,0,0,255
