833854,19,334,334.00,334.00,0.00,0,1,0,32
833872,19,330,333.56,334.00,-0.44,0,1,0,32
833876,19,330,333.56,334.00,-0.44,0,1,0,33
833890,19,334,333.56,334.00,-0.44,0,1,0,33
833908,19,334,333.56,334.00,-0.44,0,1,0,33
833912,19,334,333.56,334.00,-0.44,0,1,0,34
833926,19,334,334.00,334.00,0.00,0,1,0,34
833944,19,334,334.00,334.00,0.00,0,1,0,34
833948,19,334,334.00,334.00,0.00,0,1,0,35
833963,19,334,334.00,334.00,0.00,0,1,0,35
833981,19,342,334.00,334.00,0.00,0,1,0,35
833984,19,342,334.00,334.00,0.00,0,1,0,36
833999,19,334,334.00,333.56,0.44,0,1,0,36
834017,19,334,334.00,333.56,0.44,0,1,0,36
834020,19,334,334.00,333.56,0.44,0,1,0,37
834035,19,334,334.00,333.56,0.44,0,1,0,37
834053,19,330,334.00,334.00,0.00,0,1,0,37
834056,19,330,334.00,334.00,0.00,0,1,0,38
834071,19,334,334.00,334.00,0.00,0,1,0,38
834089,19,342,334.00,334.00,0.00,0,1,0,38
834092,19,342,334.00,334.00,0.00,0,1,0,39
834107,19,330,334.00,334.00,0.00,0,1,0,39
834125,19,334,334.00,334.00,0.00,0,1,0,39
834128,19,334,334.00,334.00,0.00,0,1,0,40
834143,19,334,334.00,334.00,0.00,0,1,0,40
834161,19,334,334.00,334.00,0.00,0,1,0,40
834164,19,334,334.00,334.00,0.00,0,1,0,41
834179,19,330,334.00,334.00,0.00,0,1,0,41
834197,19,334,334.00,334.00,0.00,0,1,0,41
834200,19,334,334.00,334.00,0.00,0,1,0,42
834215,19,334,334.00,334.00,0.00,0,1,0,42
834233,19,330,334.00,334.00,0.00,0,1,0,42
834236,19,330,334.00,334.00,0.00,0,1,0,43
834251,19,334,334.00,334.00,0.00,0,1,0,43
834269,19,330,334.00,334.00,0.00,0,1,0,43
834272,19,330,334.00,334.00,0.00,0,1,0,44
834287,19,334,334.00,334.00,0.00,0,1,0,44
834305,19,338,334.00,334.00,0.00,0,1,0,44
834308,19,338,334.00,334.00,0.00,0,1,0,45
834323,19,334,334.00,334.00,0.00,0,1,0,45
834341,19,334,334.00,334.00,0.00,0,1,0,45
834344,19,334,334.00,334.00,0.00,0,1,0,46
834359,19,330,333.56,334.00,-0.44,0,1,0,46
834377,19,334,333.56,334.00,-0.44,0,1,0,46
834380,19,334,333.56,334.00,-0.44,0,1,0,47
834395,19,334,334.00,334.00,0.00,0,1,0,47
834413,19,334,334.00,334.00,0.00,0,1,0,47
834416,19,334,334.00,334.00,0.00,0,1,0,48
834432,19,334,334.00,334.00,0.00,0,1,0,48
834450,19,334,334.00,334.00,0.00,0,1,0,48
834452,19,334,334.00,334.00,0.00,0,1,0,49
834468,19,334,334.00,334.00,0.00,0,1,0,49
834486,19,334,334.00,333.56,0.44,0,1,0,49
834488,19,334,334.00,333.56,0.44,0,1,0,50
834504,19,334,334.00,333.56,0.44,0,1,0,50
834522,19,334,334.00,334.00,0.00,0,1,0,50
834524,19,334,334.00,334.00,0.00,0,1,0,51
834540,19,334,334.00,334.00,0.00,0,1,0,51
834558,19,330,334.00,334.00,0.00,0,1,0,51
834562,19,330,334.00,334.00,0.00,0,1,0,52
834576,19,334,334.00,334.00,0.00,0,1,0,52
834594,19,334,334.00,334.00,0.00,0,1,0,52
834598,19,334,334.00,334.00,0.00,0,1,0,53
834612,19,334,334.00,334.00,0.00,0,1,0,53
834630,19,330,334.00,334.00,0.00,0,1,0,53
834634,19,330,334.00,334.00,0.00,0,1,0,54
834648,19,330,334.00,334.00,0.00,0,1,0,54
834666,19,334,334.00,334.00,0.00,0,1,0,54
834670,19,334,334.00,334.00,0.00,0,1,0,55
834684,19,334,334.00,334.00,0.00,0,1,0,55
834702,19,334,334.00,334.00,0.00,0,1,0,55
834706,19,334,334.00,334.00,0.00,0,1,0,56
834720,19,330,334.00,334.00,0.00,0,1,0,56
834738,19,334,334.00,334.00,0.00,0,1,0,56
834742,19,334,334.00,334.00,0.00,0,1,0,57
834756,19,338,334.00,334.00,0.00,0,1,0,57
834774,19,334,334.00,334.00,0.00,0,1,0,57
834778,19,334,334.00,334.00,0.00,0,1,0,58
834792,19,334,334.00,334.00,0.00,0,1,0,58
834810,19,330,334.00,334.00,0.00,0,1,0,58
834814,19,330,334.00,334.00,0.00,0,1,0,59
834828,19,334,334.00,334.00,0.00,0,1,0,59
834846,19,334,334.00,334.00,0.00,0,1,0,59
834850,19,334,334.00,334.00,0.00,0,1,0,60
834864,19,330,333.56,334.00,-0.44,0,1,0,60
834882,19,334,333.56,334.00,-0.44,0,1,0,60
834886,19,334,333.56,334.00,-0.44,0,1,0,61
834900,19,334,334.00,334.00,0.00,0,1,0,61
834918,19,334,334.00,334.00,0.00,0,1,0,61
834922,19,334,334.00,334.00,0.00,0,1,0,62
834936,19,334,334.00,334.00,0.00,0,1,0,62
834954,19,334,334.00,334.00,0.00,0,1,0,62
834958,19,334,334.00,334.00,0.00,0,1,0,63
834972,19,334,334.00,334.00,0.00,0,1,0,63
834990,19,334,334.00,333.56,0.44,0,1,0,63
834994,19,334,334.00,333.56,0.44,0,1,0,64
835008,19,334,334.00,333.56,0.44,0,1,0,64
835026,19,330,334.00,334.00,0.00,0,1,0,64
835030,19,330,334.00,334.00,0.00,0,1,0,65
835044,19,330,334.00,334.00,0.00,0,1,0,65
835062,19,330,334.00,334.00,0.00,0,1,0,65
835066,19,330,334.00,334.00,0.00,0,1,0,66
835080,19,334,334.00,334.00,0.00,0,1,0,66
835098,19,334,334.00,334.00,0.00,0,1,0,66
835102,19,334,334.00,334.00,0.00,0,1,0,67
835116,19,334,334.00,334.00,0.00,0,1,0,67
835134,19,334,334.00,334.00,0.00,0,1,0,67
835138,19,334,334.00,334.00,0.00,0,1,0,68
