"Time","myMedian.getCount()","currentADC","currentAverage","lastSignificantAverage","deltaAverage","triggered","fading","fadeDir","fadeValue"
301050,19,393,392.67,393.22,-0.56,0,0,0,255
301068,19,392,392.67,393.22,-0.56,0,0,0,255
301086,19,392,392.67,392.89,-0.22,0,0,0,255
301104,19,403,392.67,392.67,0.00,0,0,0,255
301122,19,399,392.67,392.56,0.11,0,0,0,255
301140,19,391,392.56,392.67,-0.11,0,0,0,255
301158,19,394,392.56,392.56,0.00,0,0,0,255
301176,19,389,392.44,392.67,-0.22,0,0,0,255
301194,19,389,392.44,392.67,-0.22,0,0,0,255
301212,19,389,392.33,392.67,-0.33,0,0,0,255
301230,19,392,392.33,392.67,-0.33,0,0,0,255
301248,19,389,392.33,392.67,-0.33,0,0,0,255
301266,19,437,392.33,392.56,-0.22,0,0,0,255
301284,19,400,392.33,392.56,-0.22,0,0,0,255
301302,19,396,392.44,392.44,0.00,0,0,0,255
301320,19,391,392.44,392.44,0.00,0,0,0,255
301338,19,390,392.22,392.33,-0.11,0,0,0,255
301356,19,393,392.22,392.33,-0.11,0,0,0,255
301374,19,393,392.33,392.33,0.00,0,0,0,255
301392,19,388,392.00,392.33,-0.33,0,0,0,255
301410,19,392,392.00,392.33,-0.33,0,0,0,255
301428,19,388,391.67,392.44,-0.78,0,0,0,255
301446,19,399,391.67,392.44,-0.78,0,0,0,255
301464,19,393,391.56,392.22,-0.67,0,0,0,255
301483,19,391,391.56,392.22,-0.67,0,0,0,255
301501,19,393,391.56,392.33,-0.78,0,0,0,255
301519,19,392,391.89,392.00,-0.11,0,0,0,255
301537,19,392,392.11,392.00,0.11,0,0,0,255
301555,19,388,392.11,391.67,0.44,0,0,0,255
301573,19,389,391.89,391.67,0.22,0,0,0,255
301591,19,393,392.22,391.56,0.67,0,0,0,255
301609,19,403,392.22,391.56,0.67,0,0,0,255
301627,19,398,392.22,391.56,0.67,0,0,0,255
301645,19,395,392.22,391.89,0.33,0,0,0,255
301663,19,394,392.44,392.11,0.33,0,0,0,255
301681,19,389,392.44,392.11,0.33,0,0,0,255
301699,19,393,392.44,391.89,0.56,0,0,0,255
301717,19,392,392.33,392.22,0.11,0,0,0,255
301735,19,389,392.33,392.22,0.11,0,0,0,255
301753,19,388,392.00,392.22,-0.22,0,0,0,255
301771,19,435,392.56,392.22,0.33,0,0,0,255
301789,19,399,392.56,392.44,0.11,0,0,0,255
301807,19,392,392.44,392.44,0.00,0,0,0,255
301825,19,394,392.78,392.44,0.33,0,0,0,255
301843,19,393,392.78,392.33,0.44,0,0,0,255
301861,19,389,392.44,392.33,0.11,0,0,0,255
301879,19,392,392.44,392.00,0.44,0,0,0,255
301897,19,389,392.44,392.56,-0.11,0,0,0,255
301915,19,392,392.78,392.56,0.22,0,0,0,255
301933,19,388,392.33,392.44,-0.11,0,0,0,255
301952,19,400,392.33,392.78,-0.44,0,0,0,255
301970,19,393,392.22,392.78,-0.56,0,0,0,255
301988,19,390,391.78,392.44,-0.67,0,0,0,255
302006,19,390,391.44,392.44,-1.00,0,0,0,255
302024,19,392,391.78,392.44,-0.67,0,0,0,255
302042,19,392,391.67,392.78,-1.11,0,0,0,255
302060,19,392,391.67,392.33,-0.67,0,0,0,255
302078,19,392,391.89,392.33,-0.44,0,0,0,255
302096,19,392,392.11,392.22,-0.11,0,0,0,255
302114,19,399,392.11,391.78,0.33,0,0,0,255
302132,19,394,392.11,391.44,0.67,0,0,0,255
302150,19,395,392.22,391.78,0.44,0,0,0,255
302168,19,394,392.22,391.67,0.56,0,0,0,255
302186,19,390,391.89,391.67,0.22,0,0,0,255
302204,19,389,391.89,391.89,0.00,0,0,0,255
302222,19,393,392.00,392.11,-0.11,0,0,0,255
302240,19,389,392.00,392.11,-0.11,0,0,0,255
302258,19,393,392.11,392.11,0.00,0,0,0,255
302276,19,409,392.56,392.22,0.33,0,0,0,255
302294,19,399,392.56,392.22,0.33,0,0,0,255
302312,19,395,392.67,391.89,0.78,0,0,0,255
302330,19,394,392.89,391.89,1.00,0,0,0,255
302348,19,389,392.89,392.00,0.89,0,0,0,255
302366,19,389,392.89,392.00,0.89,0,0,0,255
302384,19,389,392.67,392.11,0.56,0,0,0,255
302402,19,393,392.78,392.56,0.22,0,0,0,255
302420,19,388,392.44,392.56,-0.11,0,0,0,255
302438,19,389,392.11,392.67,-0.56,0,0,0,255
302456,19,397,392.11,392.89,-0.78,0,0,0,255
302474,19,393,392.00,392.89,-0.89,0,0,0,255
302492,19,391,391.67,392.89,-1.22,0,0,0,255
302510,19,393,391.56,392.67,-1.11,0,0,0,255
302528,19,393,391.89,392.78,-0.89,0,0,0,255
302546,19,393,392.33,392.44,-0.11,0,0,0,255
302564,19,392,392.22,392.11,0.11,0,0,0,255
302582,19,389,392.22,392.11,0.11,0,0,0,255
302600,19,389,391.78,392.00,-0.22,0,0,0,255
302618,19,402,391.78,391.67,0.11,0,0,0,255
302636,19,397,391.78,391.56,0.22,0,0,0,255
302654,19,391,391.56,391.89,-0.33,0,0,0,255
302672,19,390,391.22,392.33,-1.11,0,0,0,255
302690,19,389,391.22,392.22,-1.00,0,0,0,255
302708,19,393,391.67,392.22,-0.56,0,0,0,255
302726,19,392,392.00,391.78,0.22,0,0,0,255
302744,19,392,391.89,391.78,0.11,0,0,0,255
302763,19,389,391.89,391.78,0.11,0,0,0,255
302781,19,405,392.22,391.56,0.67,0,0,0,255
302799,19,398,392.22,391.22,1.00,0,0,0,255
302817,19,391,392.00,391.22,0.78,0,0,0,255
302835,19,394,392.22,391.67,0.56,0,0,0,255
302853,19,393,392.22,392.00,0.22,0,0,0,255
302871,19,388,391.89,391.89,0.00,0,0,0,255
302889,19,389,391.44,391.89,-0.44,0,0,0,255
302907,19,392,391.44,392.22,-0.78,0,0,0,255
302925,19,388,391.44,392.22,-0.78,0,0,0,255
302943,19,388,391.44,392.00,-0.56,0,0,0,255
302961,19,395,391.44,392.22,-0.78,0,0,0,255
302979,19,392,391.33,392.22,-0.89,0,0,0,255
302997,19,394,391.56,391.89,-0.33,0,0,0,255
303015,19,393,391.89,391.44,0.44,0,0,0,255
303033,19,389,391.89,391.44,0.44,0,0,0,255
303051,19,389,391.44,391.44,0.00,0,0,0,255
303069,19,389,391.11,391.44,-0.33,0,0,0,255
303087,19,389,390.78,391.44,-0.67,0,0,0,255
303105,19,392,391.11,391.33,-0.22,0,0,0,255
303123,19,400,391.11,391.56,-0.44,0,0,0,255
303141,19,396,391.11,391.89,-0.78,0,0,0,255
303159,19,391,391.11,391.89,-0.78,0,0,0,255
303177,19,389,390.67,391.44,-0.78,0,0,0,255
303195,19,393,390.67,391.11,-0.44,0,0,0,255
303213,19,389,390.67,390.78,-0.11,0,0,0,255
303232,19,393,391.11,391.11,0.00,0,0,0,255
303250,19,392,391.11,391.11,0.00,0,0,0,255
303268,19,389,391.11,391.11,0.00,0,0,0,255
303286,19,403,391.56,391.11,0.44,0,0,0,255
303304,19,393,391.56,390.67,0.89,0,0,0,255
303322,19,391,391.44,390.67,0.78,0,0,0,255
303340,19,393,391.44,390.67,0.78,0,0,0,255
303358,19,394,391.44,391.11,0.33,0,0,0,255
303376,19,392,391.78,391.11,0.67,0,0,0,255
303394,19,389,391.78,391.11,0.67,0,0,0,255
303412,19,388,391.78,391.56,0.22,0,0,0,255
303430,19,388,391.78,391.56,0.22,0,0,0,255
303448,19,388,391.44,391.44,0.00,0,0,0,255
303466,19,395,391.44,391.44,0.00,0,0,0,255
303484,19,392,391.33,391.44,-0.11,0,0,0,255
303502,19,390,391.22,391.78,-0.56,0,0,0,255
303520,19,389,391.22,391.78,-0.56,0,0,0,255
303538,19,389,390.78,391.78,-1.00,0,0,0,255
303556,19,393,391.22,391.78,-0.56,0,0,0,255
303574,19,389,390.78,391.44,-0.67,0,0,0,255
303592,19,392,390.78,391.44,-0.67,0,0,0,255
303610,19,392,391.11,391.33,-0.22,0,0,0,255
303628,19,396,391.11,391.22,-0.11,0,0,0,255
303646,19,396,391.11,391.22,-0.11,0,0,0,255
303664,19,391,391.11,390.78,0.33,0,0,0,255
303682,19,390,390.78,391.22,-0.44,0,0,0,255
303700,19,393,390.78,390.78,0.00,0,0,0,255
303718,19,389,390.44,390.78,-0.33,0,0,0,255
303736,19,392,390.78,391.11,-0.33,0,0,0,255
303754,19,392,391.11,391.11,0.00,0,0,0,255
303772,19,392,391.44,391.11,0.33,0,0,0,255
303790,19,392,391.67,391.11,0.56,0,0,0,255
303808,19,393,391.67,390.78,0.89,0,0,0,255
303826,19,395,391.78,390.78,1.00,0,0,0,255
303844,19,390,391.78,390.44,1.33,0,0,0,255
303862,19,389,391.78,390.78,1.00,0,0,0,255
303880,19,393,392.11,391.11,1.00,0,0,0,255
303898,19,392,392.00,391.44,0.56,0,0,0,255
303916,19,392,392.11,391.67,0.44,0,0,0,255
303934,19,392,392.11,391.67,0.44,0,0,0,255
303952,19,389,392.00,391.78,0.22,0,0,0,255
303970,19,399,392.00,391.78,0.22,0,0,0,255
303988,19,395,392.00,391.78,0.22,0,0,0,255
304006,19,390,391.89,392.11,-0.22,0,0,0,255
304024,19,389,391.89,392.00,-0.11,0,0,0,255
304043,19,389,391.56,392.11,-0.56,0,0,0,255
304061,19,392,391.78,392.11,-0.33,0,0,0,255
304079,19,389,391.56,392.00,-0.44,0,0,0,255
304097,19,392,391.56,392.00,-0.44,0,0,0,255
304115,19,392,391.56,392.00,-0.44,0,0,0,255
304133,19,399,391.67,391.89,-0.22,0,0,0,255
304151,19,396,391.67,391.89,-0.22,0,0,0,255
304169,19,394,391.67,391.56,0.11,0,0,0,255
304187,19,393,392.00,391.78,0.22,0,0,0,255
304205,19,394,392.44,391.56,0.89,0,0,0,255
304223,19,393,392.44,391.56,0.89,0,0,0,255
304241,19,392,392.44,391.56,0.89,0,0,0,255
304259,19,392,392.44,391.67,0.78,0,0,0,255
304277,19,393,392.56,391.67,0.89,0,0,0,255
304295,19,401,392.78,391.67,1.11,0,0,0,255
304313,19,392,392.56,392.00,0.56,0,0,0,255
304331,19,390,392.33,392.44,-0.11,0,0,0,255
304349,19,393,392.44,392.44,0.00,0,0,0,255
304367,19,393,392.56,392.44,0.11,0,0,0,255
304385,19,389,392.56,392.44,0.11,0,0,0,255
304403,19,389,392.56,392.56,0.00,0,0,0,255
304421,19,392,392.56,392.78,-0.22,0,0,0,255
304439,19,389,392.56,392.56,0.00,0,0,0,255
304457,19,392,392.56,392.33,0.22,0,0,0,255
304475,19,394,392.56,392.44,0.11,0,0,0,255
304493,19,391,392.44,392.56,-0.11,0,0,0,255
304512,19,394,392.44,392.56,-0.11,0,0,0,255
304530,19,389,392.22,392.56,-0.33,0,0,0,255
304548,19,392,392.11,392.56,-0.44,0,0,0,255
304566,19,392,392.00,392.56,-0.56,0,0,0,255
304584,19,389,391.78,392.56,-0.78,0,0,0,255
304602,19,392,391.78,392.56,-0.78,0,0,0,255
304620,19,392,391.67,392.44,-0.78,0,0,0,255
304638,19,395,391.67,392.44,-0.78,0,0,0,255
304656,19,392,391.67,392.22,-0.56,0,0,0,255
304674,19,394,392.00,392.11,-0.11,0,0,0,255
304692,19,393,392.00,392.00,0.00,0,0,0,255
304710,19,393,392.00,391.78,0.22,0,0,0,255
304728,19,392,392.11,391.78,0.33,0,0,0,255
304746,19,392,392.11,391.67,0.44,0,0,0,255
304764,19,392,392.11,391.67,0.44,0,0,0,255
304782,19,388,392.11,391.67,0.44,0,0,0,255
304800,19,401,392.22,392.00,0.22,0,0,0,255
304818,19,396,392.22,392.00,0.22,0,0,0,255
304836,19,390,392.22,392.00,0.22,0,0,0,255
304854,19,393,392.22,392.11,0.11,0,0,0,255
304872,19,393,392.33,392.11,0.22,0,0,0,255
304890,19,389,392.33,392.11,0.22,0,0,0,255
304908,19,389,392.33,392.11,0.22,0,0,0,255
304926,19,392,392.33,392.22,0.11,0,0,0,255
304944,19,389,392.33,392.22,0.11,0,0,0,255
304962,19,389,392.11,392.22,-0.11,0,0,0,255
304980,19,397,392.11,392.22,-0.11,0,0,0,255
304998,19,395,392.22,392.33,-0.11,0,0,0,255
305016,19,394,392.22,392.33,-0.11,0,0,0,255
305034,19,389,391.78,392.33,-0.56,0,0,0,255
305052,19,393,391.78,392.33,-0.56,0,0,0,255
305070,19,392,391.78,392.33,-0.56,0,0,0,255
305088,19,389,391.44,392.11,-0.67,0,0,0,255
305106,19,389,391.11,392.11,-1.00,0,0,0,255
305124,19,392,391.44,392.22,-0.78,0,0,0,255
305142,19,394,391.44,392.22,-0.78,0,0,0,255
305160,19,392,391.33,391.78,-0.44,0,0,0,255
305178,19,390,391.33,391.78,-0.44,0,0,0,255
305196,19,389,390.89,391.78,-0.89,0,0,0,255
305214,19,389,390.44,391.44,-1.00,0,0,0,255
305232,19,392,390.78,391.11,-0.33,0,0,0,255
305250,19,389,390.78,391.44,-0.67,0,0,0,255
305268,19,392,390.78,391.44,-0.67,0,0,0,255
305286,19,392,391.11,391.33,-0.22,0,0,0,255
305304,19,389,391.11,391.33,-0.22,0,0,0,255
305323,19,393,391.11,390.89,0.22,0,0,0,255
305341,19,395,391.11,390.44,0.67,0,0,0,255
305359,19,393,391.11,390.78,0.33,0,0,0,255
305377,19,389,391.11,390.78,0.33,0,0,0,255
305395,19,389,390.78,390.78,0.00,0,0,0,255
305413,19,389,390.44,391.11,-0.67,0,0,0,255
305431,19,389,390.44,391.11,-0.67,0,0,0,255
305449,19,392,390.78,391.11,-0.33,0,0,0,255
305467,19,392,390.78,391.11,-0.33,0,0,0,255
305485,19,392,390.78,391.11,-0.33,0,0,0,255
305503,19,391,390.67,391.11,-0.44,0,0,0,255
305521,19,390,390.67,390.78,-0.11,0,0,0,255
305539,19,393,391.00,390.44,0.56,0,0,0,255
305557,19,389,391.00,390.44,0.56,0,0,0,255
305575,19,392,391.00,390.78,0.22,0,0,0,255
305593,19,389,391.00,390.78,0.22,0,0,0,255
305611,19,393,391.00,390.78,0.22,0,0,0,255
305629,19,393,391.11,390.67,0.44,0,0,0,255
305647,19,397,391.56,390.67,0.89,0,0,0,255
305665,19,395,391.56,391.00,0.56,0,0,0,255
305683,19,390,391.22,391.00,0.22,0,0,0,255
305701,19,393,391.22,391.00,0.22,0,0,0,255
305719,19,389,391.22,391.00,0.22,0,0,0,255
305737,19,392,391.56,391.00,0.56,0,0,0,255
305755,19,393,391.89,391.11,0.78,0,0,0,255
305773,19,388,391.89,391.56,0.33,0,0,0,255
305792,19,389,391.67,391.56,0.11,0,0,0,255
305810,19,394,391.78,391.22,0.56,0,0,0,255
305828,19,395,391.89,391.22,0.67,0,0,0,255
305846,19,394,392.11,391.22,0.89,0,0,0,255
305864,19,394,392.56,391.56,1.00,0,0,0,255
305882,19,393,392.56,391.89,0.67,0,0,0,255
305900,19,389,392.56,391.89,0.67,0,0,0,255
305918,19,393,392.67,391.67,1.00,0,0,0,255
305936,19,389,392.67,391.78,0.89,0,0,0,255
305954,19,389,392.22,391.89,0.33,0,0,0,255
305972,19,388,391.78,392.11,-0.33,0,0,0,255
305990,19,396,391.78,392.56,-0.78,0,0,0,255
306008,19,391,391.44,392.56,-1.11,0,0,0,255
306026,19,389,391.33,392.56,-1.22,0,0,0,255
306044,19,389,390.89,392.67,-1.78,0,0,0,255
306062,19,393,391.33,392.67,-1.33,0,0,0,255
306080,19,393,391.44,392.22,-0.78,0,0,0,255
306098,19,389,391.00,391.78,-0.78,0,0,0,255
306116,19,392,391.33,391.78,-0.44,0,0,0,255
306134,19,392,391.67,391.44,0.22,0,0,0,255
306152,19,397,391.67,391.33,0.33,0,0,0,255
306170,19,395,391.67,390.89,0.78,0,0,0,255
306188,19,394,391.67,391.33,0.33,0,0,0,255
306206,19,393,391.67,391.44,0.22,0,0,0,255
306224,19,389,391.22,391.00,0.22,0,0,0,255
306242,19,389,391.22,391.33,-0.11,0,0,0,255
306260,19,389,390.78,391.67,-0.89,0,0,0,255
306278,19,392,391.11,391.67,-0.56,0,0,0,255
306296,19,392,391.44,391.67,-0.22,0,0,0,255
306314,19,392,391.78,391.67,0.11,0,0,0,255
306332,19,395,391.78,391.67,0.11,0,0,0,255
306350,19,390,391.67,391.22,0.44,0,0,0,255
306368,19,393,392.11,391.22,0.89,0,0,0,255
306386,19,393,392.44,390.78,1.67,0,0,0,255
306404,19,389,392.11,391.11,1.00,0,0,0,255
306422,19,393,392.11,391.44,0.67,0,0,0,255
306440,19,393,392.44,391.78,0.67,0,0,0,255
306458,19,389,392.22,391.78,0.44,0,0,0,255
306476,19,389,391.89,391.67,0.22,0,0,0,255
306494,19,392,391.78,392.11,-0.33,0,0,0,255
306512,19,390,391.44,392.44,-1.00,0,0,0,255
306530,19,393,391.44,392.11,-0.67,0,0,0,255
306548,19,393,391.44,392.11,-0.67,0,0,0,255
306566,19,389,391.44,392.44,-1.00,0,0,0,255
306584,19,392,391.78,392.22,-0.44,0,0,0,255
306603,19,396,392.11,391.89,0.22,0,0,0,255
306621,19,389,391.89,391.78,0.11,0,0,0,255
306639,19,392,391.89,391.44,0.44,0,0,0,255
306657,19,396,392.00,391.44,0.56,0,0,0,255
306675,19,394,392.00,391.44,0.56,0,0,0,255
306693,19,390,392.00,391.44,0.56,0,0,0,255
306711,19,393,392.00,391.78,0.22,0,0,0,255
306729,19,393,392.00,392.11,-0.11,0,0,0,255
306747,19,392,392.22,391.89,0.33,0,0,0,255
306765,19,389,391.89,391.89,0.00,0,0,0,255
306783,19,392,391.78,392.00,-0.22,0,0,0,255
306801,19,389,391.78,392.00,-0.22,0,0,0,255
306819,19,389,391.78,392.00,-0.22,0,0,0,255
306837,19,395,391.89,392.00,-0.11,0,0,0,255
306855,19,393,392.22,392.00,0.22,0,0,0,255
306873,19,393,392.22,392.22,0.00,0,0,0,255
306891,19,393,392.22,391.89,0.33,0,0,0,255
306909,19,392,392.44,391.78,0.67,0,0,0,255
306927,19,389,392.22,391.78,0.44,0,0,0,255
306945,19,389,391.78,391.78,0.00,0,0,0,255
306963,19,393,392.22,391.89,0.33,0,0,0,255
306981,19,389,391.89,392.22,-0.33,0,0,0,255
306999,19,395,391.89,392.22,-0.33,0,0,0,255
307017,19,394,391.89,392.22,-0.33,0,0,0,255
307035,19,393,392.22,392.44,-0.22,0,0,0,255
307053,19,393,392.22,392.22,0.00,0,0,0,255
307072,19,389,391.78,391.78,0.00,0,0,0,255
307090,19,392,391.78,392.22,-0.44,0,0,0,255
307108,19,389,391.78,391.89,-0.11,0,0,0,255
307126,19,392,391.78,391.89,-0.11,0,0,0,255
307144,19,393,392.22,391.89,0.33,0,0,0,255
307162,19,396,392.67,392.22,0.44,0,0,0,255
307180,19,394,392.67,392.22,0.44,0,0,0,255
307198,19,393,392.67,391.78,0.89,0,0,0,255
307216,19,389,392.22,391.78,0.44,0,0,0,255
307234,19,393,392.22,391.78,0.44,0,0,0,255
307252,19,389,391.89,391.78,0.11,0,0,0,255
307270,19,392,392.22,392.22,0.00,0,0,0,255
307288,19,392,392.56,392.67,-0.11,0,0,0,255
307306,19,392,392.44,392.67,-0.22,0,0,0,255
307324,19,397,392.56,392.67,-0.11,0,0,0,255
307342,19,395,392.56,392.22,0.33,0,0,0,255
307360,19,393,392.56,392.22,0.33,0,0,0,255
307378,19,389,392.44,391.89,0.56,0,0,0,255
307396,19,389,392.00,392.22,-0.22,0,0,0,255
307414,19,393,392.44,392.56,-0.11,0,0,0,255
307432,19,392,392.44,392.44,0.00,0,0,0,255
307450,19,389,392.44,392.56,-0.11,0,0,0,255
307468,19,392,392.44,392.56,-0.11,0,0,0,255
307486,19,393,392.44,392.56,-0.11,0,0,0,255
307504,19,395,392.44,392.44,0.00,0,0,0,255
307522,19,394,392.44,392.00,0.44,0,0,0,255
307540,19,389,392.00,392.44,-0.44,0,0,0,255
307558,19,393,392.44,392.44,0.00,0,0,0,255
307576,19,393,392.44,392.44,0.00,0,0,0,255
307594,19,389,392.44,392.44,0.00,0,0,0,255
307612,19,392,392.44,392.44,0.00,0,0,0,255
307630,19,389,392.11,392.44,-0.33,0,0,0,255
307648,19,389,391.78,392.44,-0.67,0,0,0,255
307666,19,396,391.78,392.00,-0.22,0,0,0,255
307684,19,394,391.78,392.44,-0.67,0,0,0,255
307702,19,393,391.78,392.44,-0.67,0,0,0,255
307720,19,393,392.22,392.44,-0.22,0,0,0,255
307738,19,389,392.22,392.44,-0.22,0,0,0,255
307756,19,393,392.22,392.11,0.11,0,0,0,255
307774,19,393,392.33,391.78,0.56,0,0,0,255
307792,19,392,392.67,391.78,0.89,0,0,0,255
307810,19,392,392.67,391.78,0.89,0,0,0,255
307828,19,393,392.67,391.78,0.89,0,0,0,255
307846,19,391,392.44,392.22,0.22,0,0,0,255
307864,19,393,392.44,392.22,0.22,0,0,0,255
307883,19,394,392.67,392.22,0.44,0,0,0,255
307901,19,393,392.67,392.33,0.33,0,0,0,255
307919,19,389,392.44,392.67,-0.22,0,0,0,255
307937,19,392,392.56,392.67,-0.11,0,0,0,255
307955,19,392,392.56,392.67,-0.11,0,0,0,255
307973,19,392,392.56,392.44,0.11,0,0,0,255
307991,19,392,392.56,392.44,0.11,0,0,0,255
308009,19,391,392.44,392.67,-0.22,0,0,0,255
308027,19,390,392.33,392.67,-0.33,0,0,0,255
308045,19,393,392.33,392.44,-0.11,0,0,0,255
308063,19,393,392.33,392.56,-0.22,0,0,0,255
308081,19,393,392.44,392.56,-0.11,0,0,0,255
308099,19,389,392.33,392.56,-0.22,0,0,0,255
308117,19,393,392.33,392.56,-0.22,0,0,0,255
308135,19,392,392.33,392.44,-0.11,0,0,0,255
308153,19,389,392.22,392.33,-0.11,0,0,0,255
308171,19,392,392.11,392.33,-0.22,0,0,0,255
308189,19,394,392.33,392.33,0.00,0,0,0,255
308207,19,393,392.33,392.44,-0.11,0,0,0,255
308225,19,393,392.33,392.33,0.00,0,0,0,255
308243,19,389,392.11,392.33,-0.22,0,0,0,255
308261,19,389,392.11,392.33,-0.22,0,0,0,255
308279,19,389,391.89,392.22,-0.33,0,0,0,255
308297,19,392,391.89,392.11,-0.22,0,0,0,255
308315,19,388,391.56,392.33,-0.78,0,0,0,255
308333,19,392,391.56,392.33,-0.78,0,0,0,255
308352,19,395,391.78,392.33,-0.56,0,0,0,255
308370,19,393,392.11,392.11,0.00,0,0,0,255
308388,19,393,392.11,392.11,0.00,0,0,0,255
308406,19,389,391.67,391.89,-0.22,0,0,0,255
308424,19,392,391.56,391.89,-0.33,0,0,0,255
308442,19,389,391.56,391.56,0.00,0,0,0,255
308460,19,389,391.11,391.56,-0.44,0,0,0,255
308478,19,389,390.78,391.78,-1.00,0,0,0,255
308496,19,392,391.11,392.11,-1.00,0,0,0,255
308514,19,391,391.00,392.11,-1.11,0,0,0,255
308532,19,390,390.67,391.67,-1.00,0,0,0,255
308550,19,393,390.67,391.56,-0.89,0,0,0,255
308568,19,389,390.33,391.56,-1.22,0,0,0,255
308586,19,393,390.67,391.11,-0.44,0,0,0,255
308604,19,389,390.67,390.78,-0.11,0,0,0,255
308622,19,389,390.67,391.11,-0.44,0,0,0,255
308640,19,393,390.78,391.00,-0.22,0,0,0,255
308658,19,389,390.78,390.67,0.11,0,0,0,255
308676,19,396,390.89,390.67,0.22,0,0,0,255
308694,19,394,390.89,390.33,0.56,0,0,0,255
308712,19,389,390.44,390.67,-0.22,0,0,0,255
308730,19,390,390.11,390.67,-0.56,0,0,0,255
308748,19,389,390.11,390.67,-0.56,0,0,0,255
308766,19,389,389.78,390.78,-1.00,0,0,0,255
308784,19,389,389.78,390.78,-1.00,0,0,0,255
308802,19,389,389.78,390.89,-1.11,0,0,0,255
308820,19,392,390.11,390.89,-0.78,0,0,0,255
308838,19,389,389.78,390.44,-0.67,0,0,0,255
308856,19,394,390.00,390.11,-0.11,0,0,0,255
308874,19,393,390.33,390.11,0.22,0,0,0,255
308892,19,390,390.00,389.78,0.22,0,0,0,255
308910,19,393,390.44,389.78,0.67,0,0,0,255
308928,19,393,390.44,389.78,0.67,0,0,0,255
308946,19,389,390.44,390.11,0.33,0,0,0,255
308964,19,393,390.89,389.78,1.11,0,0,0,255
308982,19,392,390.78,390.00,0.78,0,0,0,255
309000,19,389,390.78,390.33,0.44,0,0,0,255
309018,19,391,390.56,390.00,0.56,0,0,0,255
309036,19,394,390.56,390.44,0.11,0,0,0,255
309054,19,389,390.56,390.44,0.11,0,0,0,255
309072,19,389,390.44,390.44,0.00,0,0,0,255
309090,19,389,390.44,390.89,-0.44,0,0,0,255
309108,19,392,390.78,390.78,0.00,0,0,0,255
309126,19,389,390.78,390.78,0.00,0,0,0,255
309144,19,393,391.22,390.56,0.67,0,0,0,255
309163,19,393,391.33,390.56,0.78,0,0,0,255
309181,19,395,391.78,390.56,1.22,0,0,0,255
309199,19,394,391.78,390.44,1.33,0,0,0,255
309217,19,393,391.78,390.44,1.33,0,0,0,255
309235,19,393,392.11,390.78,1.33,0,0,0,255
309253,19,389,391.67,390.78,0.89,0,0,0,255
309271,19,392,391.56,391.22,0.33,0,0,0,255
309289,19,392,391.89,391.33,0.56,0,0,0,255
309307,19,392,391.78,391.78,0.00,0,0,0,255
309325,19,392,391.78,391.78,0.00,0,0,0,255
309343,19,393,392.22,391.78,0.44,0,0,0,255
309361,19,394,392.44,392.11,0.33,0,0,0,255
309379,19,393,392.44,391.67,0.78,0,0,0,255
309397,19,393,392.56,391.56,1.00,0,0,0,255
309415,19,389,392.56,391.89,0.67,0,0,0,255
309433,19,393,392.67,391.78,0.89,0,0,0,255
309451,19,389,392.67,391.78,0.89,0,0,0,255
309469,19,392,392.67,392.22,0.44,0,0,0,255
309487,19,392,392.56,392.44,0.11,0,0,0,255
309505,19,389,392.44,392.44,0.00,0,0,0,255
309523,19,395,392.44,392.56,-0.11,0,0,0,255
309541,19,390,392.33,392.56,-0.22,0,0,0,255
309559,19,393,392.33,392.67,-0.33,0,0,0,255
309577,19,389,392.00,392.67,-0.67,0,0,0,255
309595,19,393,392.33,392.67,-0.33,0,0,0,255
309613,19,392,392.33,392.56,-0.22,0,0,0,255
309632,19,389,392.11,392.44,-0.33,0,0,0,255
309650,19,392,392.11,392.44,-0.33,0,0,0,255
309668,19,389,391.78,392.33,-0.56,0,0,0,255
309686,19,395,391.78,392.33,-0.56,0,0,0,255
309704,19,394,391.78,392.00,-0.22,0,0,0,255
309722,19,393,391.78,392.33,-0.56,0,0,0,255
309740,19,389,391.33,392.33,-1.00,0,0,0,255
309758,19,393,391.78,392.11,-0.33,0,0,0,255
309776,19,389,391.33,392.11,-0.78,0,0,0,255
309794,19,392,391.67,391.78,-0.11,0,0,0,255
309812,19,392,391.67,391.78,-0.11,0,0,0,255
309830,19,389,391.33,391.78,-0.44,0,0,0,255
309848,19,388,391.33,391.78,-0.44,0,0,0,255
309866,19,390,391.00,391.33,-0.33,0,0,0,255
309884,19,389,390.89,391.78,-0.89,0,0,0,255
309902,19,389,390.44,391.33,-0.89,0,0,0,255
309920,19,389,390.44,391.67,-1.22,0,0,0,255
309938,19,392,390.44,391.67,-1.22,0,0,0,255
309956,19,392,390.44,391.33,-0.89,0,0,0,255
309974,19,392,390.78,391.33,-0.56,0,0,0,255
309992,19,392,390.78,391.00,-0.22,0,0,0,255
310010,19,392,391.11,390.89,0.22,0,0,0,255
310028,19,391,391.00,390.44,0.56,0,0,0,255
310046,19,389,390.67,390.44,0.22,0,0,0,255
310064,19,393,390.67,390.44,0.22,0,0,0,255
310082,19,389,390.67,390.44,0.22,0,0,0,255
310100,19,393,390.67,390.78,-0.11,0,0,0,255
310118,19,389,390.67,390.78,-0.11,0,0,0,255
310136,19,392,390.67,391.11,-0.44,0,0,0,255
310154,19,388,390.33,391.00,-0.67,0,0,0,255
310172,19,389,390.33,390.67,-0.33,0,0,0,255
