"Time","myMedian.getCount()","currentADC","currentAverage","lastSignificantAverage","deltaAverage","triggered","fading","fadeDir","fadeValue"
278677,19,392,391.44,391.11,0.33,0,0,0,255
278695,19,393,391.56,391.33,0.22,0,0,0,255
278713,19,396,391.67,391.22,0.44,0,0,0,255
278731,19,390,391.33,391.22,0.11,0,0,0,255
278749,19,393,391.67,391.67,0.00,0,0,0,255
278767,19,393,391.67,391.78,-0.11,0,0,0,255
278785,19,392,392.00,391.44,0.56,0,0,0,255
278803,19,392,392.33,391.44,0.89,0,0,0,255
278821,19,393,392.33,391.56,0.78,0,0,0,255
278839,19,392,392.56,391.67,0.89,0,0,0,255
278857,19,389,392.56,391.33,1.22,0,0,0,255
278875,19,389,392.56,391.67,0.89,0,0,0,255
278893,19,394,392.56,391.67,0.89,0,0,0,255
278912,19,390,392.22,392.00,0.22,0,0,0,255
278930,19,393,392.56,392.33,0.22,0,0,0,255
278948,19,393,392.56,392.33,0.22,0,0,0,255
278966,19,389,392.22,392.56,-0.33,0,0,0,255
278984,19,389,391.89,392.56,-0.67,0,0,0,255
279002,19,389,391.89,392.56,-0.67,0,0,0,255
279020,19,388,391.56,392.56,-1.00,0,0,0,255
279038,19,393,391.56,392.22,-0.67,0,0,0,255
279056,19,391,391.33,392.56,-1.22,0,0,0,255
279074,19,390,391.33,392.56,-1.22,0,0,0,255
279092,19,390,391.00,392.22,-1.22,0,0,0,255
279110,19,389,390.56,391.89,-1.33,0,0,0,255
279128,19,393,390.67,391.89,-1.22,0,0,0,255
279146,19,393,390.78,391.56,-0.78,0,0,0,255
279164,19,389,390.33,391.56,-1.22,0,0,0,255
279182,19,389,390.00,391.33,-1.33,0,0,0,255
279200,19,393,390.44,391.33,-0.89,0,0,0,255
279218,19,391,390.67,391.00,-0.33,0,0,0,255
279236,19,390,390.33,390.56,-0.22,0,0,0,255
279254,19,389,390.22,390.67,-0.44,0,0,0,255
279272,19,392,390.11,390.78,-0.67,0,0,0,255
279290,19,392,390.11,390.33,-0.22,0,0,0,255
279308,19,392,390.44,390.00,0.44,0,0,0,255
279326,19,392,390.78,390.44,0.33,0,0,0,255
279344,19,389,390.78,390.67,0.11,0,0,0,255
279362,19,392,391.11,390.33,0.78,0,0,0,255
279380,19,396,391.11,390.22,0.89,0,0,0,255
279398,19,390,391.00,390.11,0.89,0,0,0,255
279416,19,393,391.22,390.11,1.11,0,0,0,255
279434,19,393,391.56,390.44,1.11,0,0,0,255
279452,19,389,391.56,390.78,0.78,0,0,0,255
279470,19,389,391.11,390.78,0.33,0,0,0,255
279488,19,392,391.11,391.11,0.00,0,0,0,255
279506,19,392,391.44,391.11,0.33,0,0,0,255
279524,19,392,391.67,391.00,0.67,0,0,0,255
279542,19,392,391.67,391.22,0.44,0,0,0,255
279560,19,395,391.78,391.56,0.22,0,0,0,255
279578,19,393,392.00,391.56,0.44,0,0,0,255
279596,19,393,392.11,391.11,1.00,0,0,0,255
279614,19,393,392.22,391.11,1.11,0,0,0,255
279632,19,389,392.22,391.44,0.78,0,0,0,255
279650,19,389,392.00,391.67,0.33,0,0,0,255
279668,19,392,392.00,391.67,0.33,0,0,0,255
279686,19,392,392.22,391.78,0.44,0,0,0,255
279704,19,389,392.00,392.00,0.00,0,0,0,255
279723,19,395,392.00,392.11,-0.11,0,0,0,255
279741,19,394,392.33,392.22,0.11,0,0,0,255
279759,19,393,392.33,392.22,0.11,0,0,0,255
279777,19,393,392.33,392.00,0.33,0,0,0,255
279795,19,389,392.33,392.00,0.33,0,0,0,255
279813,19,389,392.33,392.22,0.11,0,0,0,255
279831,19,393,392.44,392.00,0.44,0,0,0,255
279849,19,389,392.11,392.00,0.11,0,0,0,255
279867,19,393,392.22,392.33,-0.11,0,0,0,255
279885,19,392,392.22,392.33,-0.11,0,0,0,255
279903,19,394,392.22,392.33,-0.11,0,0,0,255
279921,19,393,392.22,392.33,-0.11,0,0,0,255
279939,19,393,392.22,392.33,-0.11,0,0,0,255
279957,19,389,391.78,392.44,-0.67,0,0,0,255
279975,19,392,392.11,392.11,0.00,0,0,0,255
279993,19,392,392.44,392.22,0.22,0,0,0,255
280011,19,393,392.56,392.22,0.33,0,0,0,255
280029,19,388,392.22,392.22,0.00,0,0,0,255
280047,19,389,392.22,392.22,0.00,0,0,0,255
280065,19,394,392.22,392.22,0.00,0,0,0,255
280083,19,390,391.89,391.78,0.11,0,0,0,255
280101,19,393,391.89,392.11,-0.22,0,0,0,255
280119,19,392,391.78,392.44,-0.67,0,0,0,255
280137,19,389,391.78,392.56,-0.78,0,0,0,255
280155,19,389,391.78,392.22,-0.44,0,0,0,255
280173,19,389,391.33,392.22,-0.89,0,0,0,255
280192,19,392,391.67,392.22,-0.56,0,0,0,255
280210,19,392,391.56,391.89,-0.33,0,0,0,255
280228,19,395,391.67,391.89,-0.22,0,0,0,255
280246,19,394,391.67,391.78,-0.11,0,0,0,255
280264,19,390,391.33,391.78,-0.44,0,0,0,255
280282,19,389,390.89,391.78,-0.89,0,0,0,255
280300,19,389,390.89,391.33,-0.44,0,0,0,255
280318,19,389,390.56,391.67,-1.11,0,0,0,255
280336,19,393,390.67,391.56,-0.89,0,0,0,255
280354,19,389,390.22,391.67,-1.44,0,0,0,255
280372,19,389,390.22,391.67,-1.44,0,0,0,255
280390,19,395,390.67,391.33,-0.67,0,0,0,255
280408,19,394,390.67,390.89,-0.22,0,0,0,255
280426,19,393,391.00,390.89,0.11,0,0,0,255
280444,19,389,390.56,390.56,0.00,0,0,0,255
280462,19,393,390.67,390.67,0.00,0,0,0,255
280480,19,389,390.67,390.22,0.44,0,0,0,255
280498,19,389,390.67,390.22,0.44,0,0,0,255
280516,19,389,390.67,390.67,0.00,0,0,0,255
280534,19,392,390.67,390.67,0.00,0,0,0,255
280552,19,389,390.33,391.00,-0.67,0,0,0,255
280570,19,394,390.33,390.56,-0.22,0,0,0,255
280588,19,393,390.33,390.67,-0.33,0,0,0,255
280606,19,393,390.67,390.67,0.00,0,0,0,255
280624,19,389,390.67,390.67,0.00,0,0,0,255
280642,19,389,390.67,390.67,0.00,0,0,0,255
280660,19,392,391.00,390.67,0.33,0,0,0,255
280678,19,389,390.56,390.33,0.22,0,0,0,255
280696,19,392,390.89,390.33,0.56,0,0,0,255
280714,19,392,391.22,390.33,0.89,0,0,0,255
280732,19,391,391.00,390.67,0.33,0,0,0,255
280750,19,393,391.00,390.67,0.33,0,0,0,255
280768,19,389,390.56,390.67,-0.11,0,0,0,255
280786,19,393,391.00,391.00,0.00,0,0,0,255
280804,19,389,390.56,390.56,0.00,0,0,0,255
280822,19,389,390.56,390.89,-0.33,0,0,0,255
280840,19,389,390.56,391.22,-0.67,0,0,0,255
280858,19,389,390.56,391.00,-0.44,0,0,0,255
280876,19,389,390.22,391.00,-0.78,0,0,0,255
280894,19,392,390.56,390.56,0.00,0,0,0,255
280912,19,390,390.33,391.00,-0.67,0,0,0,255
280930,19,389,390.00,390.56,-0.56,0,0,0,255
280948,19,393,390.00,390.56,-0.56,0,0,0,255
280966,19,389,390.00,390.56,-0.56,0,0,0,255
280984,19,389,390.00,390.56,-0.56,0,0,0,255
281003,19,389,389.67,390.22,-0.56,0,0,0,255
281021,19,389,389.67,390.56,-0.89,0,0,0,255
281039,19,388,389.33,390.33,-1.00,0,0,0,255
281057,19,392,389.33,390.00,-0.67,0,0,0,255
281075,19,394,389.44,390.00,-0.56,0,0,0,255
281093,19,393,389.44,390.00,-0.56,0,0,0,255
281111,19,393,389.78,390.00,-0.22,0,0,0,255
281129,19,393,389.78,389.67,0.11,0,0,0,255
281147,19,389,389.78,389.67,0.11,0,0,0,255
281165,19,389,389.78,389.33,0.44,0,0,0,255
281183,19,389,389.78,389.33,0.44,0,0,0,255
281201,19,389,389.78,389.44,0.33,0,0,0,255
281219,19,389,389.78,389.44,0.33,0,0,0,255
281237,19,394,389.89,389.78,0.11,0,0,0,255
281255,19,390,389.89,389.78,0.11,0,0,0,255
281273,19,393,390.33,389.78,0.56,0,0,0,255
281291,19,389,389.89,389.78,0.11,0,0,0,255
281309,19,392,390.22,389.78,0.44,0,0,0,255
281327,19,389,390.22,389.78,0.44,0,0,0,255
281345,19,389,390.22,389.78,0.44,0,0,0,255
281363,19,392,390.56,389.89,0.67,0,0,0,255
281381,19,389,390.56,389.89,0.67,0,0,0,255
281399,19,388,390.22,390.33,-0.11,0,0,0,255
281417,19,394,390.22,389.89,0.33,0,0,0,255
281435,19,394,390.22,390.22,0.00,0,0,0,255
281453,19,389,389.78,390.22,-0.44,0,0,0,255
281472,19,392,389.78,390.22,-0.44,0,0,0,255
281490,19,392,390.11,390.56,-0.44,0,0,0,255
281508,19,392,390.44,390.56,-0.11,0,0,0,255
281526,19,389,390.44,390.22,0.22,0,0,0,255
281544,19,392,390.78,390.22,0.56,0,0,0,255
281562,19,392,391.11,390.22,0.89,0,0,0,255
281580,19,390,390.89,389.78,1.11,0,0,0,255
281598,19,390,390.89,389.78,1.11,0,0,0,255
281616,19,393,390.89,390.11,0.78,0,0,0,255
281634,19,393,391.22,390.44,0.78,0,0,0,255
281652,19,389,390.89,390.44,0.44,0,0,0,255
281670,19,393,391.22,390.78,0.44,0,0,0,255
281688,19,393,391.67,391.11,0.56,0,0,0,255
281706,19,389,391.33,390.89,0.44,0,0,0,255
281724,19,392,391.67,390.89,0.78,0,0,0,255
281742,19,394,392.00,390.89,1.11,0,0,0,255
281760,19,390,391.67,391.22,0.44,0,0,0,255
281778,19,393,391.67,390.89,0.78,0,0,0,255
281796,19,389,391.67,391.22,0.44,0,0,0,255
281814,19,392,391.67,391.67,0.00,0,0,0,255
281832,19,389,391.44,391.33,0.11,0,0,0,255
281850,19,389,391.11,391.67,-0.56,0,0,0,255
281868,19,389,391.11,392.00,-0.89,0,0,0,255
281886,19,392,391.11,391.67,-0.56,0,0,0,255
281904,19,389,390.78,391.67,-0.89,0,0,0,255
281922,19,390,390.78,391.67,-0.89,0,0,0,255
281940,19,393,391.11,391.67,-0.56,0,0,0,255
281958,19,393,391.11,391.44,-0.33,0,0,0,255
281976,19,393,391.11,391.11,0.00,0,0,0,255
281994,19,392,391.44,391.11,0.33,0,0,0,255
282012,19,389,391.00,391.11,-0.11,0,0,0,255
282030,19,393,391.00,390.78,0.22,0,0,0,255
282048,19,388,391.00,390.78,0.22,0,0,0,255
282066,19,392,391.00,391.11,-0.11,0,0,0,255
282084,19,394,391.00,391.11,-0.11,0,0,0,255
282102,19,393,391.33,391.11,0.22,0,0,0,255
282120,19,393,391.33,391.44,-0.11,0,0,0,255
282138,19,389,391.33,391.00,0.33,0,0,0,255
282156,19,392,391.33,391.00,0.33,0,0,0,255
282174,19,389,391.33,391.00,0.33,0,0,0,255
282192,19,393,391.78,391.00,0.78,0,0,0,255
282210,19,392,392.11,391.00,1.11,0,0,0,255
282228,19,392,392.11,391.33,0.78,0,0,0,255
282246,19,393,392.44,391.33,1.11,0,0,0,255
282264,19,393,392.56,391.33,1.22,0,0,0,255
282283,19,393,392.56,391.33,1.22,0,0,0,255
282301,19,393,392.56,391.33,1.22,0,0,0,255
282319,19,393,392.56,391.78,0.78,0,0,0,255
282337,19,389,392.56,392.11,0.44,0,0,0,255
282355,19,393,392.67,392.11,0.56,0,0,0,255
282373,19,389,392.56,392.44,0.11,0,0,0,255
282391,19,389,392.56,392.56,0.00,0,0,0,255
282409,19,390,392.33,392.56,-0.22,0,0,0,255
282427,19,393,392.33,392.56,-0.22,0,0,0,255
282445,19,393,392.33,392.56,-0.22,0,0,0,255
282463,19,389,391.89,392.56,-0.67,0,0,0,255
282481,19,389,391.89,392.67,-0.78,0,0,0,255
282499,19,389,391.56,392.56,-1.00,0,0,0,255
282517,19,389,391.56,392.56,-1.00,0,0,0,255
282535,19,393,391.56,392.33,-0.78,0,0,0,255
282553,19,392,391.56,392.33,-0.78,0,0,0,255
282571,19,389,391.22,392.33,-1.11,0,0,0,255
282589,19,394,391.22,391.89,-0.67,0,0,0,255
282607,19,389,390.78,391.89,-1.11,0,0,0,255
282625,19,389,390.33,391.56,-1.22,0,0,0,255
282643,19,389,389.89,391.56,-1.67,0,0,0,255
282661,19,393,389.89,391.56,-1.67,0,0,0,255
282679,19,388,389.89,391.56,-1.67,0,0,0,255
282697,19,392,389.78,391.22,-1.44,0,0,0,255
282715,19,388,389.78,391.22,-1.44,0,0,0,255
282733,19,388,389.78,390.78,-1.00,0,0,0,255
282752,19,394,390.11,390.33,-0.22,0,0,0,255
282770,19,393,390.11,389.89,0.22,0,0,0,255
282788,19,389,389.67,389.89,-0.22,0,0,0,255
282806,19,392,390.00,389.89,0.11,0,0,0,255
282824,19,389,390.00,389.78,0.22,0,0,0,255
282842,19,389,390.00,389.78,0.22,0,0,0,255
282860,19,389,390.00,389.78,0.22,0,0,0,255
282878,19,392,390.00,390.11,-0.11,0,0,0,255
282896,19,392,390.00,390.11,-0.11,0,0,0,255
282914,19,390,390.11,389.67,0.44,0,0,0,255
282932,19,393,390.11,390.00,0.11,0,0,0,255
282950,19,393,390.44,390.00,0.44,0,0,0,255
282968,19,392,390.78,390.00,0.78,0,0,0,255
282986,19,393,391.22,390.00,1.22,0,0,0,255
283004,19,389,390.78,390.00,0.78,0,0,0,255
283022,19,389,390.78,390.00,0.78,0,0,0,255
283040,19,392,390.78,390.11,0.67,0,0,0,255
283058,19,389,390.78,390.11,0.67,0,0,0,255
283076,19,393,391.22,390.44,0.78,0,0,0,255
283094,19,390,390.89,390.78,0.11,0,0,0,255
283112,19,390,390.67,391.22,-0.56,0,0,0,255
283130,19,393,391.00,390.78,0.22,0,0,0,255
283148,19,389,390.67,390.78,-0.11,0,0,0,255
283166,19,393,391.11,390.78,0.33,0,0,0,255
283184,19,392,391.44,390.78,0.67,0,0,0,255
283202,19,392,391.67,391.22,0.44,0,0,0,255
283220,19,392,391.67,390.89,0.78,0,0,0,255
283238,19,393,391.78,390.67,1.11,0,0,0,255
283256,19,390,391.78,391.00,0.78,0,0,0,255
283274,19,389,391.44,390.67,0.78,0,0,0,255
283292,19,393,391.44,391.11,0.33,0,0,0,255
283310,19,389,391.11,391.44,-0.33,0,0,0,255
283328,19,388,390.67,391.67,-1.00,0,0,0,255
283346,19,392,391.00,391.67,-0.67,0,0,0,255
283364,19,392,391.33,391.78,-0.44,0,0,0,255
283382,19,392,391.33,391.78,-0.44,0,0,0,255
283400,19,393,391.67,391.44,0.22,0,0,0,255
283418,19,392,391.56,391.44,0.11,0,0,0,255
283436,19,393,391.89,391.11,0.78,0,0,0,255
283454,19,389,391.89,390.67,1.22,0,0,0,255
283472,19,389,391.44,391.00,0.44,0,0,0,255
283490,19,393,391.89,391.33,0.56,0,0,0,255
283508,19,390,391.56,391.33,0.22,0,0,0,255
283526,19,392,391.56,391.67,-0.11,0,0,0,255
283544,19,393,391.67,391.56,0.11,0,0,0,255
283563,19,389,391.33,391.89,-0.56,0,0,0,255
283581,19,392,391.22,391.89,-0.67,0,0,0,255
283599,19,393,391.56,391.44,0.11,0,0,0,255
283617,19,393,392.00,391.89,0.11,0,0,0,255
283635,19,389,391.56,391.56,0.00,0,0,0,255
283653,19,389,391.56,391.56,0.00,0,0,0,255
283671,19,392,391.89,391.67,0.22,0,0,0,255
283689,19,393,392.00,391.33,0.67,0,0,0,255
283707,19,389,391.67,391.22,0.44,0,0,0,255
283725,19,393,391.78,391.56,0.22,0,0,0,255
283743,19,389,391.33,392.00,-0.67,0,0,0,255
283761,19,390,391.11,391.56,-0.44,0,0,0,255
283779,19,393,391.11,391.56,-0.44,0,0,0,255
283797,19,389,391.11,391.89,-0.78,0,0,0,255
283815,19,389,391.11,392.00,-0.89,0,0,0,255
283833,19,392,391.00,391.67,-0.67,0,0,0,255
283851,19,389,390.89,391.78,-0.89,0,0,0,255
283869,19,393,391.00,391.33,-0.33,0,0,0,255
283887,19,389,390.56,391.11,-0.56,0,0,0,255
283905,19,388,390.56,391.11,-0.56,0,0,0,255
283923,19,392,390.56,391.11,-0.56,0,0,0,255
283941,19,390,390.22,391.11,-0.89,0,0,0,255
283959,19,393,390.22,391.00,-0.78,0,0,0,255
283977,19,393,390.67,390.89,-0.22,0,0,0,255
283995,19,392,391.00,391.00,0.00,0,0,0,255
284013,19,389,390.67,390.56,0.11,0,0,0,255
284032,19,389,390.22,390.56,-0.33,0,0,0,255
284050,19,389,390.22,390.56,-0.33,0,0,0,255
284068,19,392,390.22,390.22,0.00,0,0,0,255
284086,19,389,390.22,390.22,0.00,0,0,0,255
284104,19,394,390.44,390.67,-0.22,0,0,0,255
284122,19,389,390.11,391.00,-0.89,0,0,0,255
284140,19,393,390.44,390.67,-0.22,0,0,0,255
284158,19,393,390.89,390.22,0.67,0,0,0,255
284176,19,393,391.00,390.22,0.78,0,0,0,255
284194,19,389,391.00,390.22,0.78,0,0,0,255
284212,19,392,390.89,390.22,0.67,0,0,0,255
284230,19,389,390.89,390.44,0.44,0,0,0,255
284248,19,392,391.22,390.11,1.11,0,0,0,255
284266,19,389,390.89,390.44,0.44,0,0,0,255
284284,19,389,390.78,390.89,-0.11,0,0,0,255
284302,19,389,390.33,391.00,-0.67,0,0,0,255
284320,19,389,390.00,391.00,-1.00,0,0,0,255
284338,19,386,389.67,390.89,-1.22,0,0,0,255
284356,19,389,389.67,390.89,-1.22,0,0,0,255
284374,19,389,389.67,391.22,-1.56,0,0,0,255
284392,19,392,390.00,390.89,-0.89,0,0,0,255
284410,19,392,390.00,390.78,-0.78,0,0,0,255
284428,19,393,390.33,390.33,0.00,0,0,0,255
284446,19,389,390.00,390.00,0.00,0,0,0,255
284464,19,389,390.00,389.67,0.33,0,0,0,255
284482,19,393,390.00,389.67,0.33,0,0,0,255
284500,19,392,390.00,389.67,0.33,0,0,0,255
284518,19,389,389.67,390.00,-0.33,0,0,0,255
284536,19,389,389.67,390.00,-0.33,0,0,0,255
284554,19,389,389.33,390.33,-1.00,0,0,0,255
284572,19,393,389.67,390.00,-0.33,0,0,0,255
284590,19,392,389.67,390.00,-0.33,0,0,0,255
284608,19,389,389.67,390.00,-0.33,0,0,0,255
284626,19,392,390.00,390.00,0.00,0,0,0,255
284644,19,389,390.00,389.67,0.33,0,0,0,255
284662,19,393,390.33,389.67,0.67,0,0,0,255
284680,19,417,390.67,389.33,1.33,0,0,0,255
284698,19,389,390.67,389.67,1.00,0,0,0,255
284716,19,392,391.00,389.67,1.33,0,0,0,255
284734,19,392,391.00,389.67,1.33,0,0,0,255
284752,19,393,391.11,390.00,1.11,0,0,0,255
284770,19,396,391.11,390.00,1.11,0,0,0,255
284788,19,393,391.56,390.33,1.22,0,0,0,255
284806,19,392,391.89,390.67,1.22,0,0,0,255
284824,19,393,391.89,390.67,1.22,0,0,0,255
284843,19,386,391.56,391.00,0.56,0,0,0,255
284861,19,389,391.56,391.00,0.56,0,0,0,255
284879,19,389,391.56,391.11,0.44,0,0,0,255
284897,19,392,391.89,391.11,0.78,0,0,0,255
284915,19,392,391.78,391.56,0.22,0,0,0,255
284933,19,389,391.44,391.89,-0.44,0,0,0,255
284951,19,393,391.89,391.89,0.00,0,0,0,255
284969,19,389,391.56,391.56,0.00,0,0,0,255
284987,19,392,391.89,391.56,0.33,0,0,0,255
285005,19,384,391.44,391.56,-0.11,0,0,0,255
285023,19,389,391.00,391.89,-0.89,0,0,0,255
285041,19,392,391.33,391.78,-0.44,0,0,0,255
285059,19,389,391.00,391.44,-0.44,0,0,0,255
285077,19,393,391.11,391.89,-0.78,0,0,0,255
285095,19,389,390.67,391.56,-0.89,0,0,0,255
285113,19,389,390.33,391.89,-1.56,0,0,0,255
285131,19,393,390.33,391.44,-1.11,0,0,0,255
285149,19,389,390.00,391.00,-1.00,0,0,0,255
285167,19,392,390.00,391.33,-1.33,0,0,0,255
285185,19,424,390.33,391.00,-0.67,0,0,0,255
285203,19,392,390.67,391.11,-0.44,0,0,0,255
285221,19,389,390.67,390.67,0.00,0,0,0,255
285239,19,388,390.33,390.33,0.00,0,0,0,255
285257,19,388,390.00,390.33,-0.33,0,0,0,255
285275,19,389,390.00,390.00,0.00,0,0,0,255
285293,19,393,390.00,390.00,0.00,0,0,0,255
285312,19,389,390.00,390.33,-0.33,0,0,0,255
285330,19,389,389.67,390.67,-1.00,0,0,0,255
285348,19,389,389.67,390.67,-1.00,0,0,0,255
285366,19,389,389.67,390.33,-0.67,0,0,0,255
285384,19,392,389.67,390.00,-0.33,0,0,0,255
285402,19,389,389.67,390.00,-0.33,0,0,0,255
285420,19,392,389.67,390.00,-0.33,0,0,0,255
285438,19,390,389.78,390.00,-0.22,0,0,0,255
285456,19,393,390.11,389.67,0.44,0,0,0,255
285474,19,389,389.78,389.67,0.11,0,0,0,255
285492,19,393,390.11,389.67,0.44,0,0,0,255
285510,19,384,389.78,389.67,0.11,0,0,0,255
285528,19,389,389.44,389.67,-0.22,0,0,0,255
285546,19,393,389.44,389.67,-0.22,0,0,0,255
285564,19,389,389.44,389.78,-0.33,0,0,0,255
285582,19,388,389.44,390.11,-0.67,0,0,0,255
285600,19,392,389.78,389.78,0.00,0,0,0,255
285618,19,389,389.78,390.11,-0.33,0,0,0,255
285636,19,389,389.44,389.78,-0.33,0,0,0,255
285654,19,389,389.44,389.44,0.00,0,0,0,255
285672,19,392,389.78,389.44,0.33,0,0,0,255
285690,19,393,390.11,389.44,0.67,0,0,0,255
285708,19,389,390.11,389.44,0.67,0,0,0,255
285726,19,389,389.78,389.78,0.00,0,0,0,255
285744,19,389,389.78,389.78,0.00,0,0,0,255
285762,19,393,389.78,389.44,0.33,0,0,0,255
285780,19,390,389.78,389.44,0.33,0,0,0,255
285798,19,389,389.44,389.78,-0.33,0,0,0,255
285816,19,389,389.44,390.11,-0.67,0,0,0,255
285834,19,389,389.11,390.11,-1.00,0,0,0,255
285852,19,424,389.44,389.78,-0.33,0,0,0,255
285870,19,393,389.78,389.78,0.00,0,0,0,255
285888,19,393,389.78,389.78,0.00,0,0,0,255
285906,19,389,389.78,389.78,0.00,0,0,0,255
285924,19,389,389.78,389.44,0.33,0,0,0,255
285942,19,392,389.78,389.44,0.33,0,0,0,255
285960,19,393,390.22,389.11,1.11,0,0,0,255
285978,19,389,390.22,389.44,0.78,0,0,0,255
285996,19,389,390.22,389.78,0.44,0,0,0,255
286014,19,386,389.89,389.78,0.11,0,0,0,255
286032,19,389,389.44,389.78,-0.33,0,0,0,255
286050,19,389,389.44,389.78,-0.33,0,0,0,255
286068,19,392,389.78,389.78,0.00,0,0,0,255
286086,19,392,390.11,390.22,-0.11,0,0,0,255
286104,19,393,390.11,390.22,-0.11,0,0,0,255
286123,19,389,390.00,390.22,-0.22,0,0,0,255
286141,19,392,390.33,389.89,0.44,0,0,0,255
286159,19,393,390.78,389.44,1.33,0,0,0,255
286177,19,386,390.78,389.44,1.33,0,0,0,255
286195,19,389,390.33,389.78,0.56,0,0,0,255
286213,19,393,390.33,390.11,0.22,0,0,0,255
286231,19,392,390.33,390.11,0.22,0,0,0,255
286249,19,389,390.33,390.00,0.33,0,0,0,255
286267,19,392,390.67,390.33,0.33,0,0,0,255
286285,19,389,390.33,390.78,-0.44,0,0,0,255
286303,19,389,390.00,390.78,-0.78,0,0,0,255
286321,19,389,390.00,390.33,-0.33,0,0,0,255
286339,19,388,390.00,390.33,-0.33,0,0,0,255
286357,19,422,390.33,390.33,0.00,0,0,0,255
286375,19,392,390.67,390.33,0.33,0,0,0,255
286393,19,389,390.67,390.67,0.00,0,0,0,255
286411,19,389,390.33,390.33,0.00,0,0,0,255
286429,19,389,390.00,390.00,0.00,0,0,0,255
286447,19,392,390.00,390.00,0.00,0,0,0,255
286465,19,389,390.00,390.00,0.00,0,0,0,255
286483,19,389,389.67,390.33,-0.67,0,0,0,255
286501,19,392,389.67,390.67,-1.00,0,0,0,255
286519,19,420,390.00,390.67,-0.67,0,0,0,255
286537,19,389,390.00,390.33,-0.33,0,0,0,255
286555,19,389,389.67,390.00,-0.33,0,0,0,255
286573,19,389,389.33,390.00,-0.67,0,0,0,255
286592,19,392,389.67,390.00,-0.33,0,0,0,255
286610,19,392,389.67,389.67,0.00,0,0,0,255
286628,19,393,390.00,389.67,0.33,0,0,0,255
286646,19,392,390.33,390.00,0.33,0,0,0,255
286664,19,389,390.33,390.00,0.33,0,0,0,255
286682,19,384,390.33,389.67,0.67,0,0,0,255
286700,19,392,390.33,389.33,1.00,0,0,0,255
286718,19,389,390.00,389.67,0.33,0,0,0,255
286736,19,392,390.33,389.67,0.67,0,0,0,255
286754,19,392,390.67,390.00,0.67,0,0,0,255
286772,19,388,390.67,390.33,0.33,0,0,0,255
286790,19,389,390.33,390.33,0.00,0,0,0,255
286808,19,393,390.67,390.33,0.33,0,0,0,255
286826,19,389,390.67,390.33,0.33,0,0,0,255
286844,19,388,390.33,390.00,0.33,0,0,0,255
286862,19,423,390.33,390.33,0.00,0,0,0,255
286880,19,389,390.33,390.67,-0.33,0,0,0,255
286898,19,393,390.67,390.67,0.00,0,0,0,255
286916,19,388,390.67,390.33,0.33,0,0,0,255
286934,19,392,390.67,390.67,0.00,0,0,0,255
286952,19,389,390.33,390.67,-0.33,0,0,0,255
286970,19,389,390.00,390.33,-0.33,0,0,0,255
286988,19,389,389.67,390.33,-0.67,0,0,0,255
287006,19,389,389.67,390.33,-0.67,0,0,0,255
287024,19,417,390.00,390.67,-0.67,0,0,0,255
287042,19,393,390.00,390.67,-0.67,0,0,0,255
287060,19,393,390.44,390.67,-0.22,0,0,0,255
287078,19,392,390.44,390.33,0.11,0,0,0,255
287096,19,392,390.44,390.00,0.44,0,0,0,255
287114,19,389,390.44,389.67,0.78,0,0,0,255
287132,19,389,390.44,389.67,0.78,0,0,0,255
287150,19,393,390.44,390.00,0.44,0,0,0,255
287168,19,389,390.44,390.00,0.44,0,0,0,255
287186,19,386,390.44,390.44,0.00,0,0,0,255
287204,19,435,390.44,390.44,0.00,0,0,0,255
287222,19,389,390.44,390.44,0.00,0,0,0,255
287240,19,393,390.44,390.44,0.00,0,0,0,255
287258,19,389,390.44,390.44,0.00,0,0,0,255
287276,19,389,390.11,390.44,-0.33,0,0,0,255
287294,19,389,390.11,390.44,-0.33,0,0,0,255
287312,19,389,390.11,390.44,-0.33,0,0,0,255
287330,19,392,390.44,390.44,0.00,0,0,0,255
287348,19,384,390.44,390.44,0.00,0,0,0,255
287366,19,431,390.44,390.44,0.00,0,0,0,255
287384,19,389,390.00,390.44,-0.44,0,0,0,255
287403,19,389,389.67,390.11,-0.44,0,0,0,255
287421,19,389,389.33,390.11,-0.78,0,0,0,255
287439,19,392,389.33,390.11,-0.78,0,0,0,255
287457,19,392,389.67,390.44,-0.78,0,0,0,255
287475,19,389,389.67,390.44,-0.78,0,0,0,255
287493,19,392,389.67,390.44,-0.78,0,0,0,255
287511,19,392,390.00,390.00,0.00,0,0,0,255
287529,19,427,390.33,389.67,0.67,0,0,0,255
287547,19,389,390.00,389.33,0.67,0,0,0,255
287565,19,393,390.33,389.33,1.00,0,0,0,255
287583,19,389,390.00,389.67,0.33,0,0,0,255
287601,19,392,390.33,389.67,0.67,0,0,0,255
287619,19,389,390.33,389.67,0.67,0,0,0,255
287637,19,393,390.67,390.00,0.67,0,0,0,255
287655,19,392,391.00,390.33,0.67,0,0,0,255
287673,19,389,390.67,390.00,0.67,0,0,0,255
287691,19,418,391.00,390.33,0.67,0,0,0,255
287709,19,434,391.00,390.00,1.00,0,0,0,255
287727,19,393,391.44,390.33,1.11,0,0,0,255
287745,19,389,391.44,390.33,1.11,0,0,0,255
287763,19,392,391.78,390.67,1.11,0,0,0,255
287781,19,389,391.44,391.00,0.44,0,0,0,255
287799,19,393,391.56,390.67,0.89,0,0,0,255
287817,19,389,391.56,391.00,0.56,0,0,0,255
